Cell0:,Cell0:
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
500,350
Cell1:,Cell1:
779,682
779,682
772,686
771,688
769,688
765,686
764,685
764,680
766,678
773,676
773,676
773,676
775,675
778,678
780,679
782,684
782,684
780,688
778,690
Cell2:,Cell2:
27,30
27,30
27,28
27,28
27,28
27,28
27,28
27,30
27,28
27,29
27,29
27,29
28,29
27,28
28,29
27,29
27,29
27,28
27,28
27,28
27,28
27,28
27,28
27,28
27,28
27,28
27,28
27,28
27,28
27,28
27,28
27,28
27,28
28,28
28,27
28,27
27,27
27,26
28,27
27,26
27,26
27,26
27,27
27,26
28,26
28,26
28,26
28,26
28,26
28,26
28,26
28,26
28,26
28,26
28,26
28,26
28,26
28,26
28,26
28,25
28,25
28,25
28,24
28,24
28,24
28,25
28,24
28,25
28,25
28,24
28,24
28,24
27,24
27,24
27,23
26,24
26,24
26,24
26,24
27,23
27,23
27,23
28,23
28,23
29,24
29,22
29,22
30,22
30,22
30,22
30,22
30,22
30,22
30,21
30,20
30,21
30,21
30,21
30,21
30,22
30,22
30,22
30,22
30,22
30,22
30,22
30,22
30,22
30,22
30,21
30,21
30,21
30,21
30,21
30,21
30,20
30,20
30,20
30,20
30,22
30,22
30,22
30,22
30,22
30,22
30,22
31,22
30,22
30,20
32,18
32,18
32,18
32,18
32,18
32,18
32,18
31,18
32,18
32,20
31,20
31,20
31,20
31,20
30,20
30,20
30,20
30,20
31,20
31,20
31,20
31,20
31,20
31,19
31,18
31,18
31,18
31,18
31,19
31,19
31,18
31,18
31,18
31,18
31,18
31,18
31,18
31,18
31,18
31,19
31,19
31,19
31,19
31,19
32,18
31,19
32,18
32,18
32,18
32,18
32,18
32,18
32,18
32,18
32,18
32,18
32,18
32,18
32,18
32,18
32,20
32,20
32,19
32,19
32,19
32,19
32,18
32,19
32,19
31,18
31,19
31,19
32,19
32,18
32,18
31,19
32,20
32,20
31,19
31,19
31,19
31,19
31,19
31,19
31,19
31,18
31,18
31,18
31,19
31,18
31,19
31,19
31,19
31,18
31,19
31,19
31,19
31,19
31,19
31,19
31,19
31,19
31,19
32,19
31,18
32,19
31,18
32,18
31,19
32,18
32,18
32,18
32,18
32,18
32,18
31,19
32,18
32,19
31,19
32,20
31,19
31,19
31,19
32,19
31,19
31,20
31,20
31,20
30,20
31,20
32,20
32,20
32,20
32,20
32,18
32,19
31,19
31,18
31,18
31,18
31,18
31,18
31,18
31,18
31,18
31,18
31,18
31,18
31,19
31,19
31,18
31,18
31,18
32,18
31,18
31,19
31,19
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,19
31,18
31,18
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,19
32,19
32,19
32,19
32,19
32,19
31,19
32,19
32,19
31,19
32,19
32,20
32,20
32,20
32,19
32,19
32,19
31,19
31,19
32,19
32,19
32,20
32,20
32,20
32,20
31,18
31,19
32,19
32,19
32,19
32,20
32,20
32,20
32,20
32,18
32,18
32,18
32,19
32,18
32,20
32,20
32,20
32,20
32,20
31,19
31,19
31,19
31,19
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,21
31,21
30,21
30,21
30,21
30,22
30,21
30,21
30,21
30,21
30,22
30,21
30,22
30,22
30,22
30,22
30,22
30,22
30,22
30,22
30,22
31,22
31,22
31,22
31,22
31,21
30,22
31,21
31,22
31,22
31,21
31,21
31,21
31,21
31,21
30,21
30,22
30,21
30,22
30,22
30,22
30,22
30,22
30,22
30,22
30,22
30,22
30,22
30,22
30,22
30,22
30,22
30,22
30,22
30,22
30,21
30,21
30,21
Cell3:,Cell3:
214,448
214,448
215,447
215,447
214,448
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,446
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,446
215,447
215,447
215,447
215,447
215,447
215,446
215,447
215,447
215,447
215,446
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,446
215,447
215,447
215,447
215,447
215,447
215,446
215,447
215,447
215,447
215,447
215,447
215,447
215,447
215,447
216,446
216,446
215,447
215,447
215,447
215,447
215,447
215,446
215,446
215,446
215,446
215,446
215,446
215,446
215,446
215,446
215,447
215,446
215,446
215,446
215,446
215,446
215,446
215,446
215,446
215,447
215,446
215,446
215,446
215,446
215,446
215,446
215,446
215,446
215,446
215,446
215,446
215,447
215,447
215,447
215,446
215,446
215,446
216,446
215,446
215,446
216,446
216,446
216,446
216,446
216,446
215,446
215,446
216,446
215,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
215,446
215,446
215,446
215,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,445
216,445
216,445
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,445
216,445
216,445
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,446
216,445
216,446
216,446
216,446
216,446
216,446
216,446
216,445
216,445
216,445
216,446
216,445
216,445
216,445
216,446
216,446
216,445
216,446
Cell4:,Cell4:
277,398
277,398
262,398
257,397
254,394
252,392
248,390
246,388
246,386
241,385
241,385
241,385
239,384
239,385
238,383
238,384
237,383
236,383
236,382
236,382
236,382
236,382
236,382
236,383
231,383
229,382
226,378
226,375
226,370
224,358
224,358
224,358
223,353
224,350
224,347
225,343
224,340
222,340
218,342
213,344
213,344
213,344
209,346
206,347
202,348
198,346
194,344
190,338
187,334
Cell5:,Cell5:
579,79
579,79
579,81
582,82
581,82
583,82
584,82
586,82
588,81
597,89
597,89
597,89
597,94
592,100
586,100
583,97
584,95
584,93
586,92
592,78
592,78
592,78
594,74
Cell6:,Cell6:
38,202
38,202
40,202
40,203
40,204
40,206
39,206
38,208
38,208
36,211
36,211
36,211
36,211
36,211
35,214
34,214
33,214
30,216
30,216
28,216
28,216
28,216
28,216
26,216
24,214
23,213
23,212
22,211
20,210
16,204
16,204
16,204
16,203
15,204
14,200
15,198
15,197
14,196
14,196
13,202
13,202
13,202
13,202
11,200
11,200
12,200
12,199
11,199
12,198
12,202
12,202
12,202
13,202
12,203
12,202
10,202
11,203
12,204
12,204
12,205
12,205
12,205
12,206
11,206
12,207
13,207
10,205
10,204
12,204
10,203
10,203
10,203
10,203
12,205
10,204
12,203
10,202
10,202
12,204
10,205
10,205
10,205
12,206
10,205
12,206
10,206
10,205
12,207
12,208
12,207
12,207
12,207
12,208
10,208
11,208
12,208
12,208
12,207
12,208
13,208
13,208
13,208
14,209
10,210
11,210
12,210
12,212
10,211
12,210
11,209
11,210
11,210
13,208
10,210
9,210
9,209
10,207
10,207
12,208
Cell7:,Cell7:
517,94
517,94
520,99
519,100
520,98
522,99
520,100
518,99
519,98
522,96
522,96
522,96
519,94
522,99
521,102
522,103
523,103
523,106
522,105
518,103
518,103
518,103
520,100
519,98
518,96
515,98
514,96
516,94
516,94
519,90
519,90
519,90
522,88
522,87
526,86
527,88
526,89
527,89
524,89
530,88
530,88
530,88
532,92
534,92
535,92
534,94
533,95
530,92
528,94
526,90
526,90
527,90
528,94
528,98
526,100
528,100
531,103
530,100
531,98
538,89
538,89
538,89
542,90
543,90
546,90
543,92
544,92
541,93
539,90
537,88
537,88
537,88
540,86
541,89
541,93
540,96
541,97
537,101
536,104
538,119
538,119
538,119
541,123
544,127
547,132
548,136
550,142
550,146
550,149
552,156
552,156
552,156
552,158
556,162
558,163
558,166
560,166
560,166
556,166
555,166
555,166
555,166
550,164
550,166
549,167
549,162
549,162
546,162
549,162
553,160
553,160
553,160
550,162
552,164
554,169
554,172
555,177
555,182
558,183
569,186
569,186
569,186
572,184
574,188
576,190
578,190
580,194
581,193
580,195
576,193
576,193
576,193
578,196
580,198
582,196
578,199
576,197
579,196
578,194
582,192
582,192
582,192
583,193
582,194
582,196
582,192
584,192
584,190
588,188
594,192
594,192
594,192
596,191
596,194
592,193
592,195
590,195
591,190
594,190
590,193
590,193
590,193
588,190
586,192
588,192
588,190
587,195
587,195
584,198
581,197
581,197
581,197
582,195
584,193
587,194
586,195
586,196
582,198
579,193
573,190
573,190
573,190
576,192
579,191
580,194
579,194
578,193
577,190
575,190
579,196
579,196
579,196
577,198
576,194
578,193
578,191
580,189
582,190
581,195
576,198
576,198
576,198
573,198
569,200
569,204
569,207
569,212
572,218
575,223
578,236
578,236
578,236
579,241
580,246
583,248
587,252
592,256
597,258
602,260
610,270
610,270
610,270
612,274
615,274
616,270
619,272
621,272
616,269
620,272
617,270
617,270
617,270
620,270
624,270
626,269
627,273
628,277
630,278
630,280
625,280
625,280
625,280
625,277
628,278
631,279
632,278
633,280
630,284
626,287
619,294
619,294
619,294
619,300
620,304
621,308
625,313
628,317
629,321
630,323
630,336
630,336
630,336
632,342
638,344
645,346
648,348
650,349
651,354
650,358
654,354
654,354
654,354
658,352
662,355
663,356
664,356
663,356
661,357
660,356
660,350
660,350
660,350
664,352
667,352
666,355
664,356
665,358
666,361
664,363
658,364
658,364
658,364
658,361
660,359
661,357
664,356
668,356
668,360
671,361
664,366
664,366
664,366
664,366
666,366
666,364
668,364
672,364
670,366
671,367
674,366
674,366
674,366
676,365
674,367
671,368
672,371
670,370
668,369
666,368
673,371
673,371
673,371
673,374
672,376
668,376
666,376
667,374
671,371
672,372
673,380
673,380
673,380
673,382
670,380
666,377
664,376
663,379
664,380
663,380
652,380
652,380
652,380
654,378
653,378
654,377
654,376
654,376
651,376
653,376
662,371
662,371
662,371
666,374
666,378
670,377
670,380
668,384
666,379
664,380
666,378
666,378
666,378
668,378
665,380
666,382
666,384
669,385
666,386
665,384
668,382
668,382
668,382
670,383
666,383
668,386
665,386
668,381
666,380
670,381
674,383
674,383
674,383
670,383
668,382
668,379
667,378
668,376
668,374
668,372
672,382
672,382
672,382
675,383
673,385
670,387
672,386
674,385
674,388
677,386
675,385
675,385
675,385
676,381
674,381
675,378
678,380
678,384
682,385
677,387
677,387
677,387
677,387
679,386
678,382
682,382
683,383
684,385
683,384
683,386
686,382
686,382
686,382
688,384
690,388
686,388
684,386
684,384
681,382
682,379
682,377
682,377
682,377
682,379
680,382
677,377
677,376
674,376
675,373
680,376
684,384
684,384
684,384
686,390
689,391
691,390
695,387
696,385
697,381
698,377
708,371
708,371
708,371
714,370
718,368
719,368
723,364
725,357
725,351
726,348
734,342
734,342
734,342
732,341
730,344
728,344
728,340
727,340
730,338
733,337
735,341
735,341
735,341
728,343
731,348
729,347
724,347
718,344
718,346
714,344
709,336
709,336
709,336
708,334
708,332
710,330
711,328
710,326
712,326
714,326
719,326
719,326
719,326
721,326
723,327
725,328
726,329
728,330
730,332
731,335
Cell8:,Cell8:
433,447
433,447
447,456
454,462
458,465
463,467
469,468
475,469
480,470
482,468
482,468
482,468
484,469
482,471
479,473
478,474
478,473
479,473
481,472
496,470
496,470
496,470
501,470
507,472
512,472
519,472
524,472
530,470
532,465
522,460
522,460
522,460
524,460
524,465
522,467
522,472
522,473
522,472
524,472
519,462
519,462
519,462
518,462
518,458
518,456
520,456
522,454
526,453
530,450
534,448
534,448
534,448
536,450
538,448
542,445
546,442
550,440
550,442
552,442
570,456
570,456
570,456
574,458
578,460
583,460
590,459
597,456
602,453
605,452
615,447
615,447
615,447
619,449
622,454
622,456
623,460
626,462
627,468
627,473
632,477
632,477
632,477
631,478
634,478
636,479
638,482
640,483
640,484
638,484
634,485
634,485
634,485
630,486
626,484
624,485
621,484
618,481
618,478
620,472
616,463
616,463
616,463
612,462
608,461
608,460
607,459
609,458
612,456
616,458
627,456
627,456
627,456
632,461
634,464
636,466
640,466
643,463
644,461
646,458
640,441
640,441
640,441
635,443
630,446
628,448
624,452
623,452
626,452
634,450
641,444
641,444
641,444
640,445
638,447
637,450
634,451
628,454
625,456
620,459
612,466
612,466
612,466
612,469
615,472
619,473
622,474
629,475
634,474
641,471
654,457
654,457
654,457
660,456
664,459
667,461
671,464
674,468
678,473
684,478
688,479
688,479
688,479
692,481
692,486
694,490
695,494
693,496
690,499
688,502
677,514
677,514
677,514
673,519
672,524
671,529
670,534
671,539
674,544
677,547
685,553
685,553
685,553
684,552
684,552
683,550
684,544
682,541
680,537
679,532
685,514
685,514
685,514
686,509
682,506
678,503
677,498
680,496
680,498
681,500
685,512
685,512
685,512
686,517
687,523
688,528
691,532
694,536
700,540
704,539
705,535
705,535
705,535
704,536
703,536
702,538
698,536
692,538
686,540
680,538
664,537
664,537
664,537
657,537
650,538
647,545
647,550
646,556
643,559
641,558
644,551
644,551
644,551
646,547
646,543
648,540
649,537
653,532
658,526
663,520
662,513
662,513
662,513
660,510
661,508
664,508
666,510
666,513
665,514
662,514
654,523
654,523
654,523
651,526
642,527
638,528
636,528
633,532
629,539
626,544
633,556
633,556
633,556
637,559
642,564
647,565
654,566
660,568
665,572
669,574
668,573
668,573
668,573
665,574
667,578
668,582
668,584
666,584
666,583
667,582
664,569
664,569
664,569
657,566
650,562
646,559
644,558
641,560
637,564
635,568
632,585
632,585
632,585
636,589
642,591
646,592
650,592
652,592
648,593
644,592
644,586
644,586
644,586
647,588
650,589
651,589
649,588
648,586
650,586
646,586
637,589
637,589
637,589
636,590
634,592
632,594
632,596
630,599
630,602
629,601
632,606
632,606
632,606
636,606
640,604
643,602
644,598
648,592
658,580
661,575
650,558
650,558
650,558
648,554
653,554
660,549
666,546
670,546
672,548
672,553
672,566
672,566
672,566
672,568
668,572
663,574
Cell9:,Cell9:
164,283
164,283
178,275
178,272
179,274
180,270
180,270
181,272
181,272
180,268
180,268
180,268
182,268
180,268
178,265
176,264
176,263
178,264
176,264
Cell10:,Cell10:
26,376
26,376
27,376
28,381
31,386
38,387
44,390
48,392
51,392
Cell11:,Cell11:
73,481
73,481
Cell12:,Cell12:
850,365
850,365
863,357
868,349
872,346
875,348
874,346
876,340
882,333
894,325
894,325
894,325
896,327
894,328
894,329
892,330
884,327
877,327
870,325
853,329
853,329
853,329
848,327
843,330
838,331
838,328
837,331
835,334
830,335
834,326
834,326
834,326
834,322
833,319
838,316
843,309
850,305
853,304
855,304
869,294
869,294
869,294
876,291
878,290
877,290
880,284
884,280
888,280
891,282
885,298
885,298
885,298
882,302
878,306
875,311
869,318
865,324
863,329
859,338
858,340
858,340
858,340
857,340
858,346
854,346
851,349
853,351
850,350
849,350
857,345
857,345
857,345
858,343
860,339
860,335
858,334
855,334
852,336
849,339
837,342
837,342
837,342
825,346
820,348
816,350
814,351
809,356
802,355
796,352
795,340
795,340
795,340
801,338
808,337
813,334
817,330
826,324
828,324
835,324
840,317
840,317
840,317
842,316
846,314
854,309
858,304
859,306
857,309
853,308
860,301
860,301
860,301
862,303
863,307
859,311
857,311
855,312
850,311
842,312
824,314
824,314
824,314
818,314
812,317
804,318
804,316
807,317
805,316
802,314
802,302
802,302
802,302
809,300
815,297
820,293
824,290
827,283
831,279
836,276
854,268
854,268
854,268
854,264
858,265
864,272
865,278
866,284
864,294
862,300
866,318
866,318
866,318
864,324
865,329
866,334
865,339
864,341
863,346
867,344
877,350
877,350
877,350
878,359
877,366
874,369
866,368
860,366
855,367
850,369
834,372
834,372
834,372
829,375
825,378
822,376
820,376
817,379
812,382
806,382
790,373
790,373
790,373
792,368
795,363
796,359
796,354
796,346
798,342
801,337
816,322
816,322
816,322
819,322
822,322
824,320
828,320
832,323
835,326
834,329
820,330
820,330
820,330
818,327
817,322
817,317
818,312
818,308
818,301
822,293
832,280
832,280
832,280
837,272
838,270
839,267
843,266
853,266
859,266
861,269
859,273
859,273
859,273
855,274
851,270
847,270
843,265
838,261
832,258
828,256
811,250
811,250
811,250
807,244
808,241
807,241
805,241
802,236
805,229
811,226
826,234
826,234
826,234
828,238
830,246
834,253
834,258
835,264
838,268
844,274
859,287
859,287
859,287
862,290
866,289
866,287
867,287
866,292
866,298
866,304
866,298
866,298
866,298
871,299
872,301
873,309
869,315
865,316
859,317
852,317
834,322
834,322
834,322
830,323
826,323
818,325
812,326
806,329
806,328
803,332
795,328
795,328
795,328
799,322
803,322
805,326
805,333
803,336
801,336
799,333
780,334
780,334
780,334
774,333
768,332
767,332
762,332
752,331
745,330
745,332
731,321
731,321
731,321
732,319
733,317
737,315
737,316
739,318
744,322
750,326
764,336
764,336
764,336
774,336
780,336
786,336
793,334
800,330
804,330
807,335
808,350
808,350
808,350
808,354
810,357
808,361
808,367
806,376
808,387
806,387
811,397
811,397
811,397
805,400
793,402
788,404
786,403
780,402
773,402
766,400
751,392
751,392
751,392
747,390
741,386
739,383
740,382
740,384
741,388
739,384
735,381
735,381
735,381
733,380
731,380
731,380
733,381
736,382
743,388
748,392
763,410
763,410
763,410
765,413
770,419
773,423
777,422
778,422
775,425
772,429
783,442
783,442
783,442
787,446
792,451
799,458
803,463
799,462
802,463
803,468
797,488
797,488
797,488
795,490
790,494
786,496
782,498
777,502
774,504
766,510
763,509
763,509
763,509
762,509
754,511
752,510
752,507
755,502
764,498
767,496
780,510
780,510
780,510
784,514
786,517
790,522
793,528
793,535
795,540
799,543
795,554
795,554
795,554
786,550
784,550
783,546
782,540
782,532
780,530
778,525
776,506
776,506
776,506
776,501
777,496
778,495
780,494
781,490
786,485
794,479
806,488
806,488
806,488
808,491
811,495
818,498
824,503
825,505
828,505
833,500
841,496
841,496
841,496
838,499
847,494
854,491
856,493
854,496
848,498
846,496
848,479
848,479
848,479
849,479
856,480
864,479
870,478
874,476
880,469
881,469
898,455
898,455
898,455
899,456
901,450
901,445
903,438
910,435
914,436
916,442
915,454
915,454
915,454
911,460
910,468
907,471
905,471
903,474
902,474
900,474
884,480
884,480
884,480
886,480
887,480
889,477
884,476
876,468
874,464
876,460
894,452
894,452
894,452
897,449
903,446
906,443
915,439
925,437
930,436
934,434
Cell13:,Cell13:
44,250
44,250
35,235
34,232
32,232
28,230
23,230
16,231
10,230
Cell14:,Cell14:
738,154
738,154
750,155
753,156
755,159
754,162
756,165
760,169
763,171
766,161
766,161
766,161
764,158
760,154
756,156
758,156
759,161
761,163
762,163
772,164
772,164
772,164
776,160
778,154
778,150
777,146
776,138
778,130
780,126
789,122
789,122
789,122
789,121
789,117
792,115
792,116
794,122
794,122
790,122
787,118
787,118
787,118
787,112
787,107
789,102
787,97
784,93
784,86
784,82
789,64
789,64
789,64
788,60
784,54
777,50
776,45
779,40
782,41
786,45
803,54
803,54
803,54
812,58
819,59
824,59
Cell15:,Cell15:
848,45
848,45
848,44
848,45
848,45
848,45
848,44
848,45
848,44
848,44
848,44
848,44
848,45
848,44
848,44
848,44
848,44
848,44
848,44
848,45
848,45
848,45
848,45
848,45
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,45
848,44
849,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,45
848,44
848,44
848,44
840,56
848,44
850,54
848,44
866,53
848,44
869,56
874,63
882,64
887,66
894,68
904,72
911,75
922,78
922,78
922,78
927,76
932,76
942,72
945,73
943,78
940,80
936,82
928,94
928,94
928,94
922,102
922,106
922,112
924,118
927,124
929,131
928,131
941,142
941,142
941,142
942,144
939,147
935,147
932,149
932,146
934,142
935,140
946,145
946,145
946,145
950,147
955,146
964,148
969,150
976,152
986,153
990,153
Cell16:,Cell16:
152,588
152,588
152,588
152,588
152,588
152,587
152,588
152,587
152,588
152,588
152,588
152,588
152,588
153,587
152,588
152,588
152,587
152,586
152,586
153,587
153,587
153,587
152,588
151,588
150,588
151,588
152,586
152,586
151,586
151,587
151,587
151,587
151,586
150,586
151,587
151,587
151,586
151,586
151,586
151,586
151,586
151,586
151,586
151,586
151,586
151,586
151,586
151,586
151,586
151,586
151,586
151,586
151,586
151,587
151,586
151,586
151,586
151,586
150,586
151,586
151,586
151,586
151,586
151,585
151,586
151,586
151,586
151,586
151,586
152,586
152,586
152,586
151,586
152,586
152,586
152,586
152,586
152,586
152,586
151,585
151,585
151,585
151,585
151,585
151,586
151,585
151,585
151,585
152,586
151,585
151,585
152,585
152,585
151,585
151,585
152,585
152,585
151,585
152,585
152,585
152,585
152,585
152,584
151,585
151,585
151,585
151,585
151,584
152,585
151,584
151,584
151,584
151,585
150,584
151,585
151,585
151,585
151,584
151,584
151,584
151,584
151,584
152,584
151,585
152,584
151,584
151,584
152,584
151,584
151,584
151,584
151,584
151,584
151,584
151,584
151,584
151,584
151,584
156,562
152,584
139,566
152,584
151,584
151,583
151,584
151,583
152,584
152,584
151,584
151,584
151,584
151,584
151,584
151,584
150,584
151,584
152,584
151,583
151,583
152,584
152,584
152,584
152,584
152,584
151,583
152,583
151,583
152,584
152,584
152,583
152,583
152,583
152,583
151,584
151,584
151,583
151,583
152,584
152,584
151,583
151,583
151,583
152,584
152,583
152,583
152,583
152,583
152,583
151,583
152,582
152,582
152,582
152,582
152,582
152,582
152,582
152,582
152,582
152,582
152,582
152,582
152,582
151,583
152,582
152,583
152,583
152,583
152,582
152,583
151,583
151,583
151,583
152,582
152,583
152,583
152,582
152,583
152,582
152,582
151,583
151,583
151,583
152,583
152,583
152,583
152,582
152,583
152,583
151,583
151,582
151,582
151,582
152,583
152,583
152,583
151,582
151,583
151,583
152,582
152,582
152,582
152,582
152,582
152,582
152,582
152,582
151,583
152,582
151,582
151,582
151,582
151,582
151,583
151,583
151,583
151,583
151,583
152,583
151,583
151,582
151,582
151,582
151,582
151,582
152,582
152,582
152,582
152,583
152,583
151,582
151,582
151,583
151,583
152,582
152,583
152,582
152,582
152,583
152,583
151,583
151,583
151,583
152,583
152,583
152,583
152,583
152,583
151,583
152,582
152,582
152,582
152,582
152,582
152,582
152,582
152,582
152,582
152,582
152,582
152,582
152,582
152,582
152,582
152,581
152,581
152,581
152,581
152,581
152,581
152,582
152,582
152,582
152,581
152,582
152,582
152,582
152,582
152,581
152,581
152,581
152,581
152,581
152,581
152,582
152,581
152,581
152,581
152,581
152,581
152,581
152,581
152,581
152,581
152,581
152,581
152,582
152,581
152,582
152,580
152,581
152,581
152,581
152,581
152,580
151,581
152,581
152,581
152,582
152,581
152,581
152,581
152,581
152,581
152,581
152,581
152,581
152,581
152,581
152,581
152,581
152,581
152,581
152,580
152,581
152,580
152,581
152,580
152,580
152,580
152,580
152,580
152,580
152,580
152,580
152,580
152,581
152,581
152,581
152,580
152,580
152,580
152,580
152,580
152,580
152,581
152,580
152,581
152,580
152,580
152,580
152,580
152,580
153,580
152,580
152,580
152,580
152,580
152,580
152,580
153,580
153,580
153,580
153,580
152,580
153,580
152,579
152,579
152,580
153,580
153,580
153,580
153,580
153,580
152,580
153,580
153,580
153,579
154,580
154,579
163,588
154,579
163,588
154,579
155,599
154,579
154,579
153,578
153,579
153,579
153,579
153,579
153,579
153,579
153,579
153,579
153,579
153,579
153,579
153,579
153,579
153,579
153,579
153,578
152,578
152,578
152,578
152,578
152,578
152,578
153,579
153,579
153,579
152,578
153,578
153,578
152,578
153,578
152,578
152,578
152,578
152,578
152,578
152,578
152,578
152,578
152,578
152,578
152,578
152,578
152,578
152,578
152,578
153,579
152,578
152,578
152,578
152,578
152,578
152,578
153,578
153,578
153,578
153,578
152,578
152,578
152,578
152,578
152,578
152,578
153,579
